,full_text,categoria
1,"@julio72perez121 @AngelVerdugoB los bots no votan , chairo",ideologia
2,"Pero hace apenas unas semanas bien que comparaba. 

Ya que las cifras no le favorecen, cambia de convicciones, como buen chairo. https://t.co/Owf0xc1jvD",ideologia
3,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
4,"Pero hace apenas unas semanas bien que comparaba. 

Ya que las cifras no le favorecen, cambia de convicciones, como buen chairo. https://t.co/Owf0xc1jvD",ideologia
5,"Pero hace apenas unas semanas bien que comparaba. 

Ya que las cifras no le favorecen, cambia de convicciones, como buen chairo. https://t.co/Owf0xc1jvD",ideologia
6,"Pero hace apenas unas semanas bien que comparaba. 

Ya que las cifras no le favorecen, cambia de convicciones, como buen chairo. https://t.co/Owf0xc1jvD",ideologia
7,"Pero hace apenas unas semanas bien que comparaba. 

Ya que las cifras no le favorecen, cambia de convicciones, como buen chairo. https://t.co/Owf0xc1jvD",ideologia
8,@BaksLive Pues pone a arder a mas de un chairo ,ideologia
9,"Pero hace apenas unas semanas bien que comparaba. 

Ya que las cifras no le favorecen, cambia de convicciones, como buen chairo. https://t.co/Owf0xc1jvD",ideologia
10,"Pero hace apenas unas semanas bien que comparaba. 

Ya que las cifras no le favorecen, cambia de convicciones, como buen chairo. https://t.co/Owf0xc1jvD",ideologia
11,"Pero hace apenas unas semanas bien que comparaba. 

Ya que las cifras no le favorecen, cambia de convicciones, como buen chairo. https://t.co/Owf0xc1jvD",ideologia
12,@AntonioRHidalgo @BaksLive La verdad duele verdad? Otro Chairo enojado,ideologia
13,"Pero hace apenas unas semanas bien que comparaba. 

Ya que las cifras no le favorecen, cambia de convicciones, como buen chairo. https://t.co/Owf0xc1jvD",ideologia
14,"@RanferiDe Que alguien le quite el celular a este chairo apestoso, sus encuestas igual de  amanadas y chuecas como su mesias el cabeza de panal, sube puras pendejadas",ideologia
15,"Pero hace apenas unas semanas bien que comparaba. 

Ya que las cifras no le favorecen, cambia de convicciones, como buen chairo. https://t.co/Owf0xc1jvD",ideologia
16,"Pero hace apenas unas semanas bien que comparaba. 

Ya que las cifras no le favorecen, cambia de convicciones, como buen chairo. https://t.co/Owf0xc1jvD",ideologia
17,"Pero hace apenas unas semanas bien que comparaba. 

Ya que las cifras no le favorecen, cambia de convicciones, como buen chairo. https://t.co/Owf0xc1jvD",ideologia
18,"Pero hace apenas unas semanas bien que comparaba. 

Ya que las cifras no le favorecen, cambia de convicciones, como buen chairo. https://t.co/Owf0xc1jvD",ideologia
19,@cosilintea Pues este chairo que no deja de mentarme la madre se sabe muchas https://t.co/7UTXUROb6g,ideologia
20,"Pero hace apenas unas semanas bien que comparaba. 

Ya que las cifras no le favorecen, cambia de convicciones, como buen chairo. https://t.co/Owf0xc1jvD",ideologia
21,"Pero hace apenas unas semanas bien que comparaba. 

Ya que las cifras no le favorecen, cambia de convicciones, como buen chairo. https://t.co/Owf0xc1jvD",ideologia
22,Como sigues @_VicenteSerrano?,ideologia
23,Felicitaciones a Venezuela en su dia nacional!!!,ideologia
24,@puma_chairo @franco_esca Ya le cerraron el canal? En donde se transmitio para etiquetar y ver que hacen. ,ideologia
25,"@VicGarciaDice Deja eso, Si queres Justicia, si no queres corrupcion, si aceptas que en 1954 hubo golpe de estado, si no queres ejercito, si queres salud y educacion publica digna, si queres procesos de seleccion para proyectos publicos de forma correcta, si hubo genocidio: CHAIRO.....",ideologia
26,"Cuidenlo mucho por favor!
#AMLOWashingtonTeEspera 
#AMLOLujoDePresidente 
#AmloElMejorPresidenteDelMundo 
#EsUnHonorSeguirConObrador https://t.co/VDt9gmPfKs",ideologia
27,"@DCCDMX @4T_Avante Ese buey no agarra pa leer los periodicos. A lo mejor ese pendejo quiere que le leas todos los dias el periodico, estupido pendejo el chairo!!!!! https://t.co/yvzVSB3DDh",ideologia
28,"@nel_mdiaz @maucastilloa Detras de estos comentarios pendejos, siempre, SIEMPRE estara un Chairo.
[?]",ideologia
29,@PolloVenenoso @LAURAZAPATAM Le vale olimpicamente madres que el pendejo chairo de @LosWhitexicans se ria de ella jajaja. https://t.co/4LTaT14TpU,ideologia
30,"La buena noticia es que tenemos un gobierno que lucha contra la corrupcion, apoya a los mas desprotegidos; a los jovenes, a las mujeres, los ricos pagan impuestos. La buena noticia es que la revolucion de las conciencias !va! : @fisgonmonero https://t.co/JU7koixsTH",ideologia
31,"Pero si sabemos el dinero exacto que usted NO PAGO DE IMPUESTOS AL @sat @Hacienda_Mexico ,en contubernio con funcionarios pasados corruptos. https://t.co/DjtYJLmiqo",ideologia
32,@jess_jesafs80 @RanferiDe @lopezobrador_ No mames pinche chairo a ti no te pagarian ni 100 pesos jajajajajajaja pinche gato chairo,ideologia
33,"La historia de mi vida: muy fresa para los hippies, muy hippie para los fresas; muy chairo para los conservadores, muy conservador para los chairos; muy rico para los pobres, muy pobre para los ricos...",ideologia
34,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
35,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
36,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
37,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
38,"@rthur013 ?Eso es lo mejor que tienes PRI?...
!Un wey que cambia de color! xD

No me ataquen no soy chairo, pero la neta todos los candidatos eran unos pendejos",ideologia
39,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
40,"@SOKERELOBARO @IrvingGatell @HLGatell No seas Bruto Chairo!!

El mensaje es que si tu poblacion es vulnerable debieron tomar mas estrictas las medidas, en cambio tu inepto Mesias decia que no pasaba nada que se abrazaran todos!

Los muertos son TODITOS del KKs @lopezobrador_ 

Aunque te arda!! Lopitos es un imbecil! https://t.co/iaBrVqPi3N",ideologia
41,"No, nunca.
Si a caso por los montones de chairo https://t.co/b7yavRhcCT",ideologia
42,"Fifi, chairo, blanco, moreno, partidista o apartidista; todos sin excepcion sufrimos y vemos nuestro estilo de vida decaer un poco dia a dia. Ayuda a tu pais y no ""primero los cuates"" @lopezobrador_",ideologia
43,"Comparto la entrevista in extenso  que me hizo @fdelcollado @TragaluzenTV publicada hoy en @Milenio donde abordamos todos los temas, sin restriccion alguna, desde lo mas personal hasta asuntos claves de Estado como la visita de @lopezobrador_ con Trump

https://t.co/7DHWpQoPMm",ideologia
44,@cintyaguz @jess_jesafs80 @lopezobrador_ Deberias de preguntarle a los Derechairo-bots!!,ideologia
45,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
46,"Si te quieres ver bien culero solo rasurate y quitate los lentes de sol 

https://t.co/HzoCfqQaxE",ideologia
47,Felicitaciones a Venezuela en su dia nacional!!!,ideologia
48,@puma_chairo @franco_esca Esos programas son para gente pendeja o los ve cualquiera?,ideologia
49,"@TaxiArellano @puma_chairo @franco_esca Eso no es ninguna gracia, es gente que esta en contacto con el crimen organizado y debe ser reportado a las autoridades como la secretaria de gobernacion, @M_OlgaSCordero y que se tomen las medidas necesarias",ideologia
50,La farsa de la sicaria feminazi Ruiz se cae a pedazos. https://t.co/dLjV72cUrN,ideologia
51,@Jose11391826 @JLozanoA @lopezobrador_ 99% ??? Como sabes mi chairo frustrado?,ideologia
52,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
53,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
54,"FGR rechaza la ""verdad historica"" del caso Ayotzinapa;

Fue desaparicion forzada;

Esta a la espera de 46 ordenes de aprehension contra servidores publicos de Iguala y Cocula

#JusticiaAyotzinapa
#PaseDeLista
#NiPerdonNiOlvido

https://t.co/7y2j0k0KEz via @revolucion3_0",ideologia
55,@FigueroaSarti Jajaja este siempre sale trasquilado chairo resentido.,ideologia
56,"Todos, en algun momento de nuestras vidas, cometemos un herror.

Anonimo Chairo  

Ezdeke azi ezcriven ",ideologia
57,"@la_grenitas @RanferiDe Oye Greniras Don Ranfe democratico? En su encuesta notaremos que de democratico no tiene nada el condenado chairo.  Esos gueyes que saben de democracia
#YoDefiendoAlINE 
#LopezNoTieneMayoria",ideologia
58,Companeros queridos les platico! Le avise a este chairo companero por mensaje que le dio like a un chayotero me contesto muy bien y al final me bloqueo ! como ahi que chicos ?? https://t.co/FWgQFngIuu,ideologia
59,@KARLA_015 @ivan_garcia1973 @Chairo03A @Hannak13586305 @RojoYBlanco170 @AndreaCastroG17 @Isabel48233793 @Didi56786179 @Jennymarvit @Lacuartatransf9 @MinervaPerales4 @NalySan00 @Pamelita0321 @laadelita3 @JoseOrn15607390 @Caudiso2 @Javithechef @Lopezgtz123Jose @DG_pancho @EelsaIb @AlExCoL1201 @Nhenneq @chavelavaldez1 @Marinp11971 @borges_zbfv @more70mart @angelicazavalet @OSDANRIDUQ @VhManny @IxaOdietamo @rmartinez2209 @llIlI0IlIlIl0Il @JoseZubikarai @TheBigLudwig @Mabellefamille2 @Ruben80510775 @aspinje @alex_olmarz @yqquierestu Gracias por la mencion amiga..un abrazo y recomiendo a @IxaBeatusille  @IxaOdietamo  @Samuel_AlvarezG @alegvilla1 @AlExCoL1201 @anapomela @HOPM2004 @Thony_Chairo @hijodelnono @hmbrhrmg @_frankyJalisco_,ideologia
60,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
61,"@canto_cano @Rodpac Jajajajaja patetico.
No creia que un chairo tuviera un iphone y lo peor que solo escribiera cosas por ardor.
A ti te paga la derecha por desprestigiar al #CacasChillon con tus tweets?",ideologia
62,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
63,@ferlanderos968 las boas son serpientes y no escupen... #chairo meco,ideologia
64,@RanferiDe Despreciable chairo ridiculo lame ,ideologia
65,@ramiroysanti @AngelVerdugoB Aprende a escribir bien chairo... Luego comentas...,ideologia
66,"Pobre @martibatres, no es facil ser chairo. https://t.co/JQdbXQQrDU",ideologia
67,"@SinContingente @IdaliaTijerina @SinlineaMx @FidesJustitia Yo deje Robar a alguien? Cuando? No tiene sentido lo que dices, es mal chairo? Porque el viejito eso hace, cuando le preguntan algo que le duele se va por otro lado o se vuelve ""dueno de su silencio"" 
Que incongruentes.",ideologia
68,"Pobre @martibatres, no es facil ser chairo. https://t.co/JQdbXQQrDU",ideologia
69,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
70,"@IrvingGatell Pero Calderon chupaba bacacho, AMLO toma aguita de coco en la orilla de la carretera

-Cualquier chairo",ideologia
71,@puma_chairo Ya se habian tardado,ideologia
72,MAS PRONTO CAE UN HABLADOR QUE UN CHAIRO... ?O como era? https://t.co/dlC5tLJZdY,ideologia
73,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
74,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
75,@CARLOSJCV1 Ahi tienes Chairo sin espacio o buscalo tu Antonio Attolini Murra y compartenos tu experiencia orgasmica y de cock block cuando te salga que no hay data al respecto https://t.co/wOiQ98rLAz,ideologia
76,"@AgustinAragonL1 @puma_chairo @franco_esca Cuando lo haz visto drogandose en vivo o poniendo un mal ejemplo a las personas ??? Ningun ataque tiene argumentos .solo son ataques . Si tan solo tuvieran el coraje para hacer lo que el, tendria peso sus palabras .",ideologia
77,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
78,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
79,"@chairodelpulso @MelissaMoch Jajajajaja eres la verga pinche chairo!! 

",ideologia
80,"@EIJefeDiego El que se rie se lleva y, el que se lleva se aguanta.
Asi que es el Choco-Flan, Chairo-Fifi, Gansito-Poxtli, Mini Ganso Bolivariano, etc.
@AcaCelaya @pmigoya",ideologia
81,@CatalinaMLP_ Feminazi no ves las estadisticas de la cantidad incontable de hombres que mueren a manos de mujeres? Y tooodoooos esos casos de mujeres violando hombres??? Ellos no son menos importantes ,ideologia
82,@elbaronnews Que hueva de chairo,ideologia
83,"@aleinadjim @BaksLive @lopezobrador_ Ja ja ja chairo detectado ""el Lopez Obrador"" ya sabemos le tronaron los dedos y ahi va a lamer suelas!!! https://t.co/8VmI5Z91hU",ideologia
84,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
85,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
86,@puma_chairo @franco_esca Defensores de lo patetico,ideologia
87,@alegvilla1 @lopezobrador_ Tengo que reconocer la manera tan caballerosa y digna en que se dirigio a USA por los festejos del 4 de Julio. Nada que ver con el prepotente de Trump el 5 de Mayo. Y no soy chairo. Felicidades Sr. Presidente,ideologia
88,"@IsraRivaz @Antonio98474858 @AndresRepper @johnerencastle @lopezobrador_ Lamentablemente mi estimado chairo, no podemos dar como ganado hasta que se vean los hechos, bien dice en comunicado, ""Recibiran"" desafortunadamente la gente sigue sin medicamentos. Hasta que no sea un hecho presume y con gusto lo aplaudiremos. Mientras no.",ideologia
89,La farsa de la sicaria feminazi Ruiz se cae a pedazos. https://t.co/dLjV72cUrN,ideologia
90,"Dejemos el odio, resentimiento y ego a los que no pueden ver mas alla de su nariz, que el ser #Antiamlo NO NOS IGUALE en odio, division y juicios a quienes viven no solo en la pobreza economica si no mental, a esos que creen que no tienen nada que perder, al chairo deseenle amor",ideologia
91,@puma_chairo @vampipe Es increible tanta pendejes en un solo twitt de @vampipe https://t.co/YLLA9BZoGT,ideologia
92,@g_quadri Chairo ridiculo  si no tiene que Marcelo le preste,ideologia
93,"@Muy_Phoibe @puma_chairo @franco_esca ?Se podra denunciar en YouTube? Invita a los jovenes a portar armas y drogarse, por pura imitacion a esos nefastos tipos...",ideologia
94,"@soupoman1 Pero alguien que valga la pena, no cualquier chairo ignorante, apestoso.",ideologia
95,"@Muy_Phoibe @puma_chairo @franco_esca ?Se podra denunciar en YouTube? Invita a los jovenes a portar armas y drogarse, por pura imitacion a esos nefastos tipos...",ideologia
96,"@HectorDavid1994 @germancuriel5 @Reforma Jajaja chairo, viva el PRIMOR!!! Viva!!! Viva la corrupcion!!!! Viva la ignorancia!!! Si, viva amlo que representa todo eso y mas!! Viva!!",ideologia
97,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
98,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
99,La farsa de la sicaria feminazi Ruiz se cae a pedazos. https://t.co/dLjV72cUrN,ideologia
100,"Esta Suburban de lujo, con guaruras incluidos, cuesta mas que todas las Harley Davidson que tienen en el INE.
Asi que, amigo chairo, mejor  https://t.co/9wioTrqi6P",ideologia
101,@BaksLive Eres chairo.,ideologia
102,@Chairo03A @more70mart @ErikaPolet1 @pato33salvaje @Carmen0470 @duceli_175 @vpicketch @Vayola88 @piojo22e @aspinje @najaritas @danielals10 @MayeyaMota @anapomela @MariaEl95097388 @LuluTreto @SonyLovl @OlgaOsy @CaniBasut @Luis90Rodrigu @renz077 @AlExCoL1201 @EelsaIb @LaPoblanita4T @Nhenneq @Marinp11971 @lmletym @trolls_of_shitt @chavelavaldez1 @Mambanegra2021 @ana_bolillo @Ramirezbella14 Gracias por la mencion amigo Chairo   Aqui estamos al pie del canon cada que se necesita el apoyo a nuestro presidente AMLO. Todos unos guerreros y guerreras. #RedEnDefensaDeAMLO #EsUnHonorEstarConObrador,ideologia
103,@puma_chairo @franco_esca igual de drogo,ideologia
104,"Comparte, deben enterarse que no podran con los verdaderos tuiteros a favor de AMLO. https://t.co/6QaYJeKSKH",ideologia
105,"@ReaccionaMEX @doncayetanomx @hm_gris @doxamx @BotTita2 @alushe31 @Swrvando1 A Chairo dado , ni Dios se lo quita",ideologia
106,"Existe un principio basico de economia que Lopez no termina de entender... Desde que un ""Fifi"" nace, esta pagando por que nazcan dos pobres un chairo y le compensa los servicios por parto a dos clasemedieros ?Como es esto posible?   https://t.co/SSeZn1gjT2",ideologia
107,@SergioSarmiento Mentalidad de chairo. Ni te desgastes,ideologia
108,@agustingblanco @DLeomx @SergioSarmiento Chairo!! Por eso!! De veras que solo les falta rebuznar!! Burros!!  Donde esta India??,ideologia
109,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
110,@lopezobrador_ Este chairo  de mierda paseandose de lo lindo  huevonazo,ideologia
111,"Esta Suburban de lujo, con guaruras incluidos, cuesta mas que todas las Harley Davidson que tienen en el INE.
Asi que, amigo chairo, mejor  https://t.co/9wioTrqi6P",ideologia
112,les garantizo no aparece ninguna feminazi https://t.co/ij0OKgrMUK,ideologia
113,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
114,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
115,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
116,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
117,"@AMiMeDicenMune Q aya putazos!!!

Yo le voy al chairo",ideologia
118,"@puma_chairo @vitolaRadioacti @franco_esca Estos panistas mochos, por cualquier cosa se asombran...",ideologia
119,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
120,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
121,"@puma_chairo @franco_esca Lastimosamente hasta hoy me di cuenta porque varios de mis amigos actuan como tarados, varios de ellos ven a algunos nefastos de estos:

@sofffiaaa 
@ChumelTorres 
@franco_esca 
@AdalRamones 
@facufacundo 
@EugenioDerbez 

Y pensar que hay gente que pagan por que los insulten.",ideologia
122,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
123,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
124,"@L3Luisa Si es para el chairo mayor una Constitucion, si es para el @fernandeznorona un jabon y para todos lo chairitos y el chocoflan el libro, ",ideologia
125,"@karlokarl456 @RealnonFake @qsybrop @eyestosee15 Oh bueno, que puedo esperar de alguien que usa la palabra ""feminazi"" 
Corre tu mami te llama [?]",ideologia
126,@CARLOSJCV1 Ahi tienes Chairo sin espacio o buscalo tu Antonio Attolini Murra y compartenos tu experiencia orgasmica y de cock block cuando te salga que no hay data al respecto https://t.co/wOiQ98rLAz,ideologia
127,@bjperezg1 Un chairo visitando a su companero ,ideologia
128,"@Thony_Chairo Buenas relaciones jajajajajajaja, asi le llamas hacer el gato?",ideologia
129,@puma_chairo @franco_esca Jajaja ahora es #francoescrackmilla,ideologia
130,"@puma_chairo @camaney19 @franco_esca Comediantucho chafa y corriente ese guey de @franco_esca 

Y lo niega el muy cinico!",ideologia
131,"@oscaryllescasm @jfcomriq @ForodeSaoPaulo Tipico #chairo con comentario de primaria que se traga todas las mentiras de #ElCacasObrador quien a todos aquellos que cuestionan y piensan diferente, por pura ignorancia visceral lo mete en una bolsa ""facismo"".  ",ideologia
132,"Rusia empezo a exportar Avifavir como tratamiento de #COVID19, farmaco que mostro ser capaz de bloquear los mecanismos de reproduccion del #coronavirus. Se negocia para que llegue a paises de #AmericaLatina revelan Fundacion de Inversion Directa de Rusia (RFPI) y el grupo ChemRar https://t.co/umkIXklQOT",ideologia
133,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
134,"@JlumbrerasP @FelipeCalderon Jeje , te duele , por que HAIGA sido como HAIGA sido siempre seras un chairo fanatico del kks ! 
Pobrecito !! ",ideologia
135,@puma_chairo @franco_esca Con razon estas tan pendejo @macariobrujo,ideologia
136,"@josetoto_rosas Panista ""moralmente derrotado"" tenias que ser, no saben lo que es un sarcasmo [?]
Y no, no soy chairo de ocasion y aunque sea asi, preferiria serlo antes  de lamer las botas de mi jefe para que me de chamba de Office boy y ganar mas de 20,000.00 por hacerme guaje",ideologia
137,@MxProactivo @SocCivilMx @PrincessPrian @DanielaAcosta79 @luisberman @carmen_olvera @Cellfaction @CiudadanosPMx @M2Cyndy @Mexicano100PC @fconsydig Esto opina un chairo resentido de la vida https://t.co/UDIyVQIR4I,ideologia
138,@CARLOSJCV1 Ahi tienes Chairo sin espacio o buscalo tu Antonio Attolini Murra y compartenos tu experiencia orgasmica y de cock block cuando te salga que no hay data al respecto https://t.co/wOiQ98rLAz,ideologia
139,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
140,@Francis76358073 @realDonaldTrump Quisieras chairo muerto de hambre. https://t.co/BVaNzWxZVF,ideologia
141,@CARLOSJCV1 Ahi tienes Chairo sin espacio o buscalo tu Antonio Attolini Murra y compartenos tu experiencia orgasmica y de cock block cuando te salga que no hay data al respecto https://t.co/wOiQ98rLAz,ideologia
142,"?Adivina quienes estan detras de GEA-ISA? 
Tras fraude en el 2006, el presidente y Director de la encuestadora; obtuvieron cargos en el gabinete de Calderon.
Y ahora nos quieren hacer creer que AMLO 'pierde apoyo' por una encuesta. 
#NoSomosTontos https://t.co/PZLhTXgOuR",ideologia
143,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
144,@puma_chairo @franco_esca Jajaja ahora es #francoescrackmilla,ideologia
145,"Este es otro gran montaje de @CarlosLoret #LordMontajes miente como respira, pero el salario que recibe,cuando el lo cobra le dara la satisfaccion que nos da a muchos mexicanos trabajar fuertemente por el para el beneficio de nuestra familia ? @washingtonpost @latinus_us https://t.co/K25FeCcrH5",ideologia
146,"@carlosleoner1 @Jesusralleuc @VeroRossette @lopezobrador_ @RicardoMonrealA @martibatres @yeidckol @carmen_olvera @Trolmalpagado @troman93 @serge252000 @GianinoGian @McSally14 @pepecervera @HectorArellanoT @BerthisBonita Palabra clave: chairo. Seco el cerebro. Solo entiendes temas ideologicos, carentes de evidencia empirica. En resumen: estas bien guey.",ideologia
147,@AntonioAttolini Chairo sin etica ni conocimiento!!!,ideologia
148,"@TiaJusta4 !Muy pinches! jajajajaja

Pues, hay alguna que otra feminazi que no le digo que no, eh...",ideologia
149,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
150,Chairo descubre los prestamos de consumo. https://t.co/iMfUJtMGjh,ideologia
151,@bibiiniguez @ChairoPonciano El del chairo ese? Obvio.,ideologia
152,"SEXENIO 2012-2018
DONALD TRUMP
""LOS MEXICANOS SON ASESINOS Y VIOLADORES Y HOMBRES MALO""

SEXENIO 2018-2024
DONALD TRUMP
LOS MEXICANOS SON PERSONAS RESPETUOSAS VALIENTES Y MUY TRABAJADORAS
#AMLOWashingtonTeEspera https://t.co/VziG1afoHX",ideologia
153,"Ya sea en Mexico o en EEUU los OBREROS movemos a nuestro pais 

     Un apoyo incondicional a nuestro Presidente #AMLO

#AMLOWashingtonTeEspera
#EsUnHonorSeguirConObrador https://t.co/yivlr4s9UB",ideologia
154,"@tavoblancas2 @EntropiaNegati @ClaudiaLizaldi Eres chairo bot, entiendo que no sepas buscar informacion",ideologia
155,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
156,"Mexico y EEUU Unidos #AMLO   donde este tendra nuestro apoyo 

    Hoy mas q nunca #YoApoyoAAMLO 

#AMLOWashingtonTeEspera
#EsUnHonorEstarConObrador https://t.co/It9XQeIyhb",ideologia
157,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
158,"Senores #AMLO en EEUU y toda la comunidad FELIZ, FELIZ, FELIZ 

    Compatriotas haganlo sentir como en casa q sepa del apoyo q tiene nuestro Presidente 

#AMLOWashingtonTeEspera
#EsUnHonorEstarConObrador https://t.co/lLDLNTYQrF",ideologia
159,@CARLOSJCV1 Ahi tienes Chairo sin espacio o buscalo tu Antonio Attolini Murra y compartenos tu experiencia orgasmica y de cock block cuando te salga que no hay data al respecto https://t.co/wOiQ98rLAz,ideologia
160,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
161,Jajajaja no se dice #AMLOWashingtonTeEspera se dice: nunca en tu perra vida chairo imbecil saldras de tu miseria.,ideologia
162,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
163,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
164,@Chairo03A @more70mart @ErikaPolet1 @pato33salvaje @Carmen0470 @duceli_175 @vpicketch @Vayola88 @piojo22e @aspinje @najaritas @danielals10 @MayeyaMota @anapomela @MariaEl95097388 @LuluTreto @SonyLovl @OlgaOsy @CaniBasut @Luis90Rodrigu @renz077 @AlExCoL1201 @EelsaIb @LaPoblanita4T @Nhenneq @Marinp11971 @lmletym @trolls_of_shitt @chavelavaldez1 @Mambanegra2021 @ana_bolillo @Ramirezbella14 Gracias por la mencion amigo Chairo   Aqui estamos al pie del canon cada que se necesita el apoyo a nuestro presidente AMLO. Todos unos guerreros y guerreras. #RedEnDefensaDeAMLO #EsUnHonorEstarConObrador,ideologia
165,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
166,"QUIEN GANA- QUIEN PIERDE CON LA VISITA DE AMLO A ESTADOS UNIDOS!

QUIEN GANA
 MILLONES DE MEXICANOS
EN ESTA REUNION SE AMARRAN LOS ACUERDOS BILATERALES #TMEC 

QUIEN PIERDE
LOS POLITICOS CORRUPTOS DE MEXICO CALDERON Y SU GAVILLA DE LADRONES A PRISION

#AMLOWashingtonTeEspera https://t.co/8ihtpBxtgP",ideologia
167,@Carmenvalleee @LeonKrauze @lopezobrador_  silencio Chairo,ideologia
168,@Francis76358073 @realDonaldTrump Quisieras chairo muerto de hambre. https://t.co/BVaNzWxZVF,ideologia
169,"@SuMaleficidad Un chairo blanco jajaja  es broma, no soy clasista, ludico si",ideologia
170,La farsa de la sicaria feminazi Ruiz se cae a pedazos. https://t.co/dLjV72cUrN,ideologia
171,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
172,"Mensaje dominical desde los pasillos de la antigua Tesoreria del Palacio Nacional.

https://t.co/3ceaQGfXZQ https://t.co/PQk7xtzsJ3",ideologia
173,"Ni Chairo ni Fifi, soy mexicano. https://t.co/5fuu2OxRMK",ideologia
174,"@Papucho40583474 @KORZO96560858 @_ChAiRA78 @Conejito_4T @ChairoDoc @joecorvette67 @ferreir077 @El_Gato_xxx @Olaf_delarenta @CHAIRONYMOUS007 @AlExCoL1201 @chairita4T @1DonChairo @PRIETA_CHAIRA @charronegro59 Ellos jamas van a dialogar, ni mucho menos entender algo,al final si los callas con hechos y pruebas, te dicen "" si todo lo que diga tu mesias se lo crees,chairo pobre,lo que haces por tu beca"", solo son pend3j0s y la basura de nuestra sociedad, jamas te entenderan,dales avion ",ideologia
175,@calbert57 @dmorenochavez Chinga a tu madre pinche chairo apludidor de mierda,ideologia
176,"por este tuit a los de Vitacilina les aumentaron las ventas,deberian de darme una comision,a mucho chairo le ardio muy feo el chikis trikis https://t.co/yuYf3I4n8R",ideologia
177,@ChairoMexicano Cualquier chairo... https://t.co/OzxeySCu83,ideologia
